"Architecture","Dedicated","Direct_X","Integrated","L2_Cache","Manufacturer","Memory_Bandwidth","Memory_Bus","Memory_Speed","Memory_Type","Name","Notebook_GPU","Open_GL","Release_Date","Resolution_WxH","SLI_Crossfire","Shader"
"Tesla G84 ","Yes","DX 10.0","No",0,"Nvidia",12.8,128,400,"GDDR3","GeForce 8600 GT Inno3D 1GB GDDR2","No","3.3","
01-Jun-2007 ","2560x1600","Yes","4"
"Tesla G84 ","Yes","DX 10.0","No",0,"Nvidia",12.8,128,400,"GDDR3","GeForce 8600 GT Inno3D 256MB GDDR2","No","3.3","
01-Jun-2007 ","2560x1600","Yes","4"
"Tesla G84 ","Yes","DX 10.0","No",0,"Nvidia",27.2,128,850,"GDDR3","GeForce 8600 GT 256MB DDR3 Fatal1ty Edition","No","3.3","
01-Jun-2007 ","2560x1600","Yes","4"
"Tesla G84 ","Yes","DX 10.0","No",0,"Nvidia",22.4,128,700,"GDDR3","GeForce 8600 GT 512MB GDDR3","No","3.3","
01-Apr-2007 ","2560x1600","Yes","4"
"Tesla G86 ","Yes","DX 10.0","No",0,"Nvidia",12.8,128,400,"DDR2","GeForce 8500 GT Inno3D 1GB Edition","No","3.3","
01-May-2007 ","2560x1600","Yes","4"
"Tesla G86 ","Yes","DX 10.0","No",0,"Nvidia",12.8,128,400,"DDR2","GeForce 8500 GT","No","3.3","
01-Apr-2007 ","2560x1600","Yes","4"
"G84 ","Yes","DX 10","No",0,"Nvidia",12.8,128,400,"DDR2","GeForce 8600 GS","No","2.1","
01-Apr-2007 ","2560x1600","Yes","4"
"Tesla GT218 ","Yes","DX 10.1","No",0,"Nvidia",9.6,64,600,"DDR3","GeForce 8400 GS Rev. 4 EVGA 1GB Edition","No","3.3","
17-Apr-2007 ","2560x1600","No","4.1"
"Tesla GT218 ","Yes","DX 10.1","No",0,"Nvidia",8,64,500,"DDR3","GeForce 8400 GS Rev. 4","No","3.3","
17-Apr-2007 ","2560x1600","No","4.1"
"Tesla GT218 ","Yes","DX 10.1","No",0,"Nvidia",6.4,64,400,"DDR2","GeForce 8400 GS Rev. 3","No","3.3","
12-Jul-2010 ","2560x1600","No","4.1"
"Tesla G86 ","Yes","DX 10.0","No",0,"Nvidia",6.4,64,400,"DDR2","GeForce 8400 GS","No","3.3","
17-Apr-2007 ","2048x1536","No","4"
"Tesla G86 ","Yes","DX 10.0","No",0,"Nvidia",12.8,64,800,"DDR2","GeForce 8300 GS","No","3.3","
01-Jul-2007 ","2560x1600","Yes","4"
"Tesla G98 ","Yes","DX 10.0","No",0,"Nvidia",6.4,64,400,"DDR2","GeForce 8400 GS Rev. 2","No","3.3","
01-Dec-2007 ","2560x1600","No","4.1"
"GT218 ","Yes","DX 10.1","No",0,"Nvidia",12.6,64,790,"DDR3","Quadro NVS 300","No","3.3","
01-Dec-2010 ","2560x1600","No","4.1"
"Fermi GF119 ","Yes","DX 12.0","No",128,"Nvidia",14,64,875,"DDR3","Quadro NVS 310","No","4.5","
01-Jun-2012 ","2560x1600","No","5"
"G98 ","Yes","DX 10","No",0,"Nvidia",11.2,64,700,"GDDR3","Quadro NVS 295","No","3","
07-May-2009 ","2560x1600","No","4"
"G86 ","Yes","DX 10.0","No",0,"Nvidia",6.4,64,400,"DDR2","Quadro NVS 290","No","3.3","
04-Oct-2007 ","2560x1600","No","4"
"Terascale 2 Antilles (x2) ","Yes","DX 11","No",10242,"AMD",640,512,1250,"GDDR5","Radeon HD 6990 Crossfire","No","4.1","
01-Mar-2011 ","2560x1600","Yes","5"
"NV44 A2 ","Yes","DX 9.0c","No",0,"Nvidia",4.4,128,275,"DDR","Quadro NVS 285","No","2.1","
06-Jun-2006 ","1920x1200","No","2"
"Terascale 3 Antilles ","Yes","DX 11.0","No",5122,"AMD",320,256,1250,"GDDR5","Radeon HD 6990","No","4.3","
08-Mar-2011 ","2560x1600","Yes","5"
"Terascale 3 Antilles ","Yes","DX 11.0","No",1024,"AMD",320,512,1250,"GDDR5","Radeon HD 6990 Asus Edition","No","4.3","
01-Mar-2011 ","2560x1600","Yes","5"
"Terascale 3 Cayman XT ","Yes","DX 11.0","No",512,"AMD",179.2,256,1400,"GDDR5","Radeon HD 6970 XXX Edition","No","4.3","
01-Dec-2010 ","2560x1600","Yes","5"
"Terascale 3 Cayman XT ","Yes","DX 11.0","No",512,"AMD",176,256,1375,"GDDR5","Radeon HD 6970 Sapphire Edition","No","4.3","
01-Dec-2011 ","2560x1600","Yes","5"
"Terascale 3 Cayman XT ","Yes","DX 11.0","No",512,"AMD",176,256,1375,"GDDR5","Radeon HD 6970 MSI Edition","No","4.3","
01-Dec-2010 ","2560x1600","Yes","5"
"Terascale 3 Cayman XT ","Yes","DX 11.0","No",512,"AMD",176,256,1375,"GDDR5","Radeon HD 6970 Sapphire Dual Fan 2GB Edition","No","4.3","
26-Sep-2011 ","2560x1600","Yes","5"
"Terascale 3 Cayman XT ","Yes","DX 11.0","No",512,"AMD",176,256,1375,"GDDR5","Radeon HD 6970 Lightning Edition","No","4.3","
01-Dec-2010 ","2560x1600","Yes","5"
"Terascale 3 Cayman XT ","Yes","DX 11.0","No",512,"AMD",176,256,1375,"GDDR5","Radeon HD 6970 PowerColor 2GB Edition","No","4.3","
14-Dec-2010 ","2560x1600","Yes","5"
"Terascale 3 Cayman XT ","Yes","DX 11.0","No",512,"AMD",176,256,1375,"GDDR5","Radeon HD 6970 HIS IceQ 2GB Edition","No","4.3","
14-Dec-2010 ","2560x1600","Yes","5"
"Terascale 3 Cayman XT (x2) ","Yes","DX 11.0","No",2562,"AMD",352,256,1375,"GDDR5","Radeon HD 6970 CrossFire","No","4.3","
15-Dec-2010 ","2560x1600","Yes","5"
"Terascale 3 Cayman XT ","Yes","DX 11.0","No",512,"AMD",176,256,1375,"GDDR5","Radeon HD 6970","No","4.3","
14-Dec-2010 ","2560x1600","Yes","5"
"Terascale 3 Cayman XT ","Yes","DX 11.0","No",512,"AMD",176,256,1375,"GDDR5","Radeon HD 6970 Asus Edition","No","4.3","
01-Dec-2010 ","2560x1600","Yes","5"
"Terascale 3 Cayman Pro ","Yes","DX 11.0","No",512,"AMD",160,256,1250,"GDDR5","Radeon HD 6950 XFX 2GB Edition","No","4.3","
14-Dec-2010 ","2560x1600","Yes","5"
"Terascale 3 Cayman Pro ","Yes","DX 11.0","No",512,"AMD",160,256,1250,"GDDR5","Radeon HD 6950 Sapphire 2GB Edition","No","4.3","
01-Dec-2010 ","2560x1600","Yes","5"
"Terascale 3 Cayman Pro ","Yes","DX 11.0","No",512,"AMD",160,256,1250,"GDDR5","Radeon HD 6950 Twin Frozr III Power Edition","No","4.3","
01-Oct-2010 ","2560x1600","Yes","5"
"Terascale 3 Cayman Pro ","Yes","DX 11.0","No",512,"AMD",160,256,1250,"GDDR5","Radeon HD 6950 Sapphire 1GB Edition","No","4.3","
01-Oct-2011 ","2560x1600","Yes","5"
"Terascale 3 Cayman Pro ","Yes","DX 11.0","No",512,"AMD",160,256,1250,"GDDR5","Radeon HD 6950 PowerColor 2GB Edition","No","4.3","
01-Dec-2010 ","2560x1600","Yes","5"
"Terascale 3 Cayman Pro ","Yes","DX 11.0","No",512,"AMD",160,256,1250,"GDDR5","Radeon HD 6950 XFX Dual-Fan 2GB Edition","No","4.3","
01-Oct-2010 ","2560x1600","Yes","5"
"Terascale 3 Cayman Pro ","Yes","DX 11.0","No",512,"AMD",160,256,1250,"GDDR5","Radeon HD 6950 PowerColor 1GB Edition","No","4.3","
01-Dec-2010 ","2560x1600","Yes","5"
"Cayman Pro ","Yes","DX 11","No",2,"AMD",320,256,1250,"GDDR5","Radeon HD 6950 Crossfire","No","4.2","
01-Oct-2010 ","2560x1600","Yes","5"
"Terascale 3 Cayman Pro ","Yes","DX 11.0","No",512,"AMD",163.8,256,1280,"GDDR5","Radeon HD 6950 IceQ X Turbo 2GB Edition","No","4.3","
01-Jun-2011 ","2560x1600","Yes","5"
"Terascale 3 Cayman Pro ","Yes","DX 11.0","No",512,"AMD",160,256,1250,"GDDR5","Radeon HD 6950 Gigabyte WindForce 3X OC 1GB Edition","No","4.3","
20-Dec-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts XT ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 6870 XFX DD XXX Edition","No","4.3","
01-Nov-2011 ","2560x1600","Yes","5"
"Barts XT ","Yes","DX 11","No",2,"AMD",268.8,256,1050,"GDDR5","Radeon HD 6870 PowerColor X2 Edition","No","4.1","
01-Jul-2011 ","2560x1600","Yes","5"
"Terascale 2 Barts XT ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 6870 XFX 2GB Edition","No","4.3","
01-Oct-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts XT ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 6870 XFX 1GB Core Edition","No","4.3","
01-Oct-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts XT ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 6870 MSI Hawk 1GB Edition","No","4.3","
01-Feb-2011 ","2560x1600","Yes","5"
"Terascale 2 Barts XT ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 6870 Sapphire Dirt3 Edition","No","4.3","
01-Oct-2010 ","2560x1600","Yes","5"
"Terascale 3 Cayman Pro ","Yes","DX 11.0","No",512,"AMD",160,256,1250,"GDDR5","Radeon HD 6950","No","4.3","
15-Dec-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts XT ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 6870 IceQ X Edition","No","4.3","
01-Mar-2011 ","2560x1600","Yes","5"
"Terascale 2 Barts XT ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 6870 PowerColor 1GB Edition","No","4.3","
01-Nov-2011 ","2560x1600","Yes","5"
"Terascale 2 Barts XT ","Yes","DX 11.0","No",512,"AMD",147.2,256,1150,"GDDR5","Radeon HD 6870 XFX Black Edition","No","4.3","
01-Oct-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts XT ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 6870 DirectCU 1GB Edition","No","4.3","
01-Jan-2011 ","2560x1600","Yes","5"
"Terascale 2 Barts XT (x2) ","Yes","DX 11.0","No",5122,"AMD",268.8,256,1050,"GDDR5","Radeon HD 6870 Crossfire","No","4.3","
01-Oct-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts XT ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 6870 Gigabyte OC Edition","No","4.3","
01-Oct-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts Pro ","Yes","DX 11.0","No",512,"AMD",128,256,1000,"GDDR5","Radeon HD 6850 XFX","No","4.3","
01-Oct-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts Pro ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 6850 XFX Black Edition","No","4.3","
01-Oct-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts Pro ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 6850 VTX3D 1GB X-Edition","No","4.3","
01-Sep-2011 ","2560x1600","Yes","5"
"Terascale 2 Barts Pro ","Yes","DX 11.0","No",512,"AMD",128,256,1000,"GDDR5","Radeon HD 6850 Sapphire 1GB Edition","No","4.3","
01-Oct-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts XT ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 6870","No","4.3","
22-Oct-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts Pro ","Yes","DX 11.0","No",512,"AMD",140.8,256,1100,"GDDR5","Radeon HD 6850 Toxic 1GB Edition","No","4.3","
01-Dec-2011 ","2560x1600","Yes","5"
"Terascale 2 Barts Pro ","Yes","DX 11.0","No",512,"AMD",128,256,1000,"GDDR5","Radeon HD 6850 PowerColor Edition","No","4.3","
01-Nov-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts Pro ","Yes","DX 11.0","No",512,"AMD",140.8,256,1100,"GDDR5","Radeon HD 6850 MSI OC Power Edition","No","4.3","
01-Oct-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts Pro ","Yes","DX 11.0","No",512,"AMD",128,256,1000,"GDDR5","Radeon HD 6850 MSI OC 8cm PWM Fan Edition","No","4.3","
01-Oct-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts Pro ","Yes","DX 11.0","No",512,"AMD",140.8,256,1100,"GDDR5","Radeon HD 6850 IceQ X Turbo Edition","No","4.3","
07-Mar-2011 ","2560x1600","Yes","5"
"Terascale 2 Barts Pro ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 6850 MSI OC 9cm PWM Fan Edition","No","4.3","
01-Oct-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts Pro ","Yes","DX 11.0","No",512,"AMD",128,256,1000,"GDDR5","Radeon HD 6850 IceQ X Edition","No","4.3","
01-Mar-2011 ","2560x1600","Yes","5"
"Terascale 2 Barts Pro ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 6850 GigaByte Edition","No","4.3","
22-Oct-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts Pro ","Yes","DX 11.0","No",512,"AMD",128,256,1000,"GDDR5","Radeon HD 6850 DirectCU Edition","No","4.3","
01-Oct-2010 ","2560x1600","Yes","5"
"Barts Pro ","Yes","DX 11","No",2,"AMD",256,256,1000,"GDDR5","Radeon HD 6850 Crossfire","No","4.1","
01-Oct-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts Pro ","Yes","DX 11.0","No",512,"AMD",140.8,256,1100,"GDDR5","Radeon HD 6850 Club-3D OC Edition","No","4.3","
19-Nov-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts Pro ","Yes","DX 11.0","No",512,"AMD",128,256,1000,"GDDR5","Radeon HD 6850","No","4.3","
22-Oct-2010 ","2560x1600","Yes","5"
"Terascale 2 Barts LE ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 6790 XFX 1GB Edition","No","4.3","
01-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Barts LE ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 6790 PowerColor 1GB Edition","No","4.3","
01-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Barts LE ","Yes","DX 11.0","No",512,"AMD",140.8,256,1100,"GDDR5","Radeon HD 6790 IceQ X Turbo 1GB Edition","No","4.3","
01-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Juniper XT ","Yes","DX 11.0","No",256,"AMD",76.8,128,1200,"GDDR5","Radeon HD 6770 XFX 1GB GDDR5 Core Edition","No","4.3","
01-Jan-2011 ","2560x1600","Yes","5"
"Terascale 2 Barts LE ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 6790","No","4.3","
04-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Juniper XT ","Yes","DX 11.0","No",256,"AMD",76.8,128,1200,"GDDR5","Radeon HD 6770 PowerColor 1GB Edition","No","4.3","
21-Jan-2011 ","2560x1600","Yes","5"
"Terascale 2 Juniper XT ","Yes","DX 11.0","No",256,"AMD",76.8,128,1200,"GDDR5","Radeon HD 6770 Sapphire 1GB Edition","No","4.3","
18-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Juniper XT ","Yes","DX 11.0","No",256,"AMD",70.4,128,1100,"GDDR5","Radeon HD 6770 MSI MD 1GB","No","4.3","
01-Oct-2010 ","2560x1600","Yes","5"
"Terascale 2 Juniper XT ","Yes","DX 11.0","No",256,"AMD",76.8,128,1200,"GDDR5","Radeon HD 6770 Asus DirectCU 1GB Edition","No","4.3","
21-Jan-2011 ","2560x1600","Yes","5"
"Juniper XT ","Yes","DX 11","No",2,"AMD",153.6,128,1200,"GDDR5","Radeon HD 6770 Crossfire","No","4.2","
01-Jan-2011 ","2560x1600","Yes","5"
"Terascale 2 Juniper XT ","Yes","DX 11.0","No",256,"AMD",76.8,128,1200,"GDDR5","Radeon HD 6770 Asus 1GB Edition","No","4.3","
21-Jan-2011 ","2560x1600","Yes","5"
"Terascale 2 Juniper XT ","Yes","DX 11.0","No",256,"AMD",76.8,128,1200,"GDDR5","Radeon HD 6770","No","4.3","
21-Jan-2011 ","2560x1600","Yes","5"
"Terascale 2 Juniper PRO ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"DDR3","Radeon HD 6750 v2","No","4.3","
21-Jan-2011 ","2560x1600","Yes","5"
"Terascale 2 Juniper PRO ","Yes","DX 11.0","No",256,"AMD",73.6,128,1150,"GDDR5","Radeon HD 6750 PowerColor SCS3 Dirt3 1GB Edition","No","4.3","
01-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Juniper PRO ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"DDR3","Radeon HD 6750 v2 PowerColor 1GB Edition","No","4.3","
01-Dec-2011 ","2560x1600","Yes","5"
"Terascale 2 Juniper PRO ","Yes","DX 11.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 6750 PowerColor 1GB Edition","No","4.3","
01-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Juniper PRO ","Yes","DX 11.0","No",256,"AMD",21.3,128,667,"DDR3","Radeon HD 6750 v2 PowerColor 2GB Edition","No","4.3","
01-Dec-2011 ","2560x1600","Yes","5"
"Terascale 2 Juniper PRO ","Yes","DX 11.0","No",256,"AMD",73.6,128,1150,"GDDR5","Radeon HD 6750","No","4.3","
21-Jan-2011 ","2560x1600","Yes","5"
"Terascale 2 Juniper PRO ","Yes","DX 11.0","No",256,"AMD",73.6,128,1150,"GDDR5","Radeon HD 6750 PowerColor Low Profile Dirt3 1GB Edition","No","4.3","
01-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks XT ","Yes","DX 11.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 6670 XFX Core 1GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks XT ","Yes","DX 11.0","No",256,"AMD",28.8,128,900,"DDR3","Radeon HD 6670 v2 Gigabyte OC 1GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Juniper PRO ","Yes","DX 11.0","No",256,"AMD",76.8,128,1200,"GDDR5","Radeon HD 6750 Gigabyte OC 1GB Edition","No","4.3","
01-Mar-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks XT ","Yes","DX 11.0","No",256,"AMD",21.3,128,667,"DDR3","Radeon HD 6670 v2 MSI 2GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks XT ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"DDR3","Radeon HD 6670 v2 HIS Fan 1GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks XT ","Yes","DX 11.0","No",256,"AMD",19.2,128,600,"DDR3","Radeon HD 6670 v2 Diamond 2GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks XT ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"DDR3","Radeon HD 6670 v2 Gigabyte 2GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks XT ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"DDR3","Radeon HD 6670 v2 Sapphire 1GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks XT ","Yes","DX 11.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 6670 Sapphire Ultimate 1GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks XT ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"DDR3","Radeon HD 6670 v2 Gigabyte 1GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks XT ","Yes","DX 11.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 6670 Sapphire 1GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks XT ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"DDR3","Radeon HD 6670 v2","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks XT ","Yes","DX 11.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 6670 HIS Fan 1GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks XT ","Yes","DX 11.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 6670 MSI Dual Fan 1GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks XT ","Yes","DX 11.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 6670 MSI Single Fan 1GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks PRO-L ","Yes","DX 11.0","No",256,"AMD",20.8,128,650,"DDR3","Radeon HD 6570 v2 XFX Silent 1GB Edition","No","4.3","
15-Nov-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks PRO-L ","Yes","DX 11.0","No",256,"AMD",21.3,128,667,"DDR3","Radeon HD 6570 v2 Sapphire Hyper Memory 1GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks PRO-L ","Yes","DX 11.0","No",256,"AMD",16,128,500,"DDR3","Radeon HD 6570 v2 PowerColor 2GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","No","5"
"Terascale 2 Turks XT ","Yes","DX 11.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 6670","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks PRO-L ","Yes","DX 11.0","No",256,"AMD",28.8,128,900,"DDR3","Radeon HD 6570 v2 MSI Single Fan 1GB Edition","No","4.3","
19-Sep-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks XT ","Yes","DX 11.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 6670 Asus 1GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks PRO-L ","Yes","DX 11.0","No",256,"AMD",16,128,500,"DDR3","Radeon HD 6570 v2 PowerColor 1GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks PRO-L ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"DDR3","Radeon HD 6570 v2 Sapphire 1GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks PRO-L ","Yes","DX 11.0","No",256,"AMD",21.3,128,667,"DDR3","Radeon HD 6570 v2 MSI Dual Fan 1GB Edition","No","4.3","
19-Sep-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks PRO-L ","Yes","DX 11.0","No",256,"AMD",28.8,128,900,"DDR3","Radeon HD 6570 v2","No","4.3","
07-Feb-2011 ","2560x1600","Yes","5"
"Terascale 2 Turks PRO-L ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"DDR3","Radeon HD 6570 v2 Sapphire 4GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"Terascale 2 Caicos XT ","Yes","DX 11.0","No",128,"AMD",9.3,64,580,"GDDR3","Radeon HD 6450 v4","No","4.3","
05-Apr-2012 ","2560x1600","No","5"
"Terascale 2 Caicos PRO ","Yes","DX 11.0","No",128,"AMD",8.5,64,533,"DDR3","Radeon HD 6450A","No","4.3","
07-Apr-2011 ","2560x1600","No","5"
"Terascale 2 Caicos PRO ","Yes","DX 11.0","No",128,"AMD",12.8,64,800,"GDDR3","Radeon HD 6450 v3 Sapphire FleX 1GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","No","5"
"Terascale 2 Caicos PRO ","Yes","DX 11.0","No",128,"AMD",10.7,64,667,"GDDR3","Radeon HD 6450 v3 MSI Low Profile 2GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","No","5"
"Terascale 2 Caicos PRO ","Yes","DX 11.0","No",128,"AMD",12.8,64,800,"GDDR3","Radeon HD 6450 v3 Gigabyte OC 1GB Edition","No","4.3","
17-Apr-2011 ","2560x1600","No","5"
"Terascale 2 Caicos PRO ","Yes","DX 11.0","No",128,"AMD",10.7,64,667,"GDDR3","Radeon HD 6450 v3 Sapphire 2GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","No","5"
"Terascale 2 Caicos PRO ","Yes","DX 11.0","No",128,"AMD",8.5,64,533,"GDDR3","Radeon HD 6450 v3","No","4.3","
07-Feb-2011 ","2560x1600","No","5"
"Terascale 2 Caicos PRO ","Yes","DX 11.0","No",128,"AMD",25.6,64,800,"GDDR5","Radeon HD 6450 Sapphire OC 512MB Edition","No","4.3","
07-Apr-2011 ","2560x1600","No","5"
"Terascale 2 Caicos XT ","Yes","DX 11.0","No",128,"AMD",28.8,64,900,"GDDR5","Radeon HD 6450 v2","No","4.3","
07-Apr-2011 ","2560x1600","No","5"
"Terascale 2 Caicos PRO ","Yes","DX 11.0","No",128,"AMD",25.6,64,800,"GDDR5","Radeon HD 6450","No","4.3","
07-Apr-2011 ","2560x1600","No","5"
"Terascale 2 Caicos PRO ","Yes","DX 11.0","No",128,"AMD",9.6,64,600,"GDDR3","Radeon HD 6450 v3 Asus Low Profile Silent 2GB Edition","No","4.3","
25-Aug-2011 ","2560x1600","No","5"
"Terascale Cedar PRO ","Yes","DX 11.0","No",128,"AMD",12.8,64,800,"GDDR3","Radeon HD 6350","No","4.3","
07-Feb-2011 ","2560x1600","Yes","5"
"G96 ","Yes","DX 10","No",0,"Nvidia",25.6,128,800,"GDDR3","Quadro FX 580","No","3","
09-Apr-2009 ","2560x1600","No","4"
"Terascale 2 Turks PRO ","Yes","DX 11.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 6570","No","4.3","
19-Apr-2011 ","2560x1600","Yes","5"
"G80GL ","Yes","DX 10","No",0,"Nvidia",76.8,384,800,"GDDR3","Quadro FX 5600","No","3.3","
03-May-2007 ","2560x1600","No","4"
"Terascale 2 Caicos PRO ","Yes","DX 11.0","No",128,"AMD",10.7,64,667,"GDDR3","Radeon HD 6450 v3 MSI Low Profile 1GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","No","5"
"Terascale Cedar LE ","Yes","DX 11.0","No",128,"AMD",12.8,64,800,"GDDR3","Radeon HD 6290","No","4.3","
04-Dec-2011 ","2560x1600","No","5"
"G71GL ","Yes","DX 9.0c","No",0,"Nvidia",36.8,256,575,"GDDR3","Quadro FX 5500","No","2.1","
20-Apr-2006 ","2560x1600","No","3"
"G70GL ","Yes","DX 9.0c","No",0,"Nvidia",36.8,256,575,"GDDR3","Quadro FX 4500","No","2.1","
28-Jul-2005 ","2560x1600","No","3"
"GT218GL ","Yes","DX 10.1","No",0,"Nvidia",12.8,64,800,"DDR3","Quadro FX 380 LP","No","3.2","
30-Dec-2009 ","2560x1600","No","4.1"
"G200GL ","Yes","DX 10","No",0,"Nvidia",51.2,256,800,"GDDR3","Quadro FX 3800","No","3.1","
30-Mar-2009 ","2560x1600","Yes","4"
"G96 ","Yes","DX 10","No",0,"Nvidia",22.4,128,700,"GDDR3","Quadro FX 380","No","3","
31-Mar-2009 ","2560x1600","No","4"
